citations
"Griffanti L. Rolinski M, Szewczyk-Krolikowski K, Menke RA, Filippini N, Zamboni G, Jenkinson M, Hu MTM, Mackay CE. Challenges in the reproducibility of clinical studies with resting state fMRI: an example in early Parkinson's disease. Neuroimage. 2016 Jan 1;124(Pt A):704-13 Xue K, Jolly JK, Barnard AR, Rudenko A, Salvetti AP, Patrício MI, Edwards TL, Groppe M, Orlans HO, Tolmachova T, Black GC, Webster AR, Lotery AJ, Holder GE, Downes SM, Seabra MC, MacLaren RE. Beneficial effects on vision in patients undergoing retinal gene therapy for choroideremia. Nat Med. 2018;24(10):1507-1512. http://doi.org/10.1038/s41591-018-0185-5 Edwards TL, Xue K, Meenink HCM, Beelen MJ, Naus GJL, Simunovic MP, Latasiewicz M, Farmery AD, de Smet MD, MacLaren RE. First-in-human study of the safety and viability of intraocular robotic surgery. Nat Biomed Eng. 2018;2:649-656. http://doi.org/10.1038/s41551-018-0248-4 Edwards TL, Cottriall CL, Xue K, Simunovic MP, Ramsden JD, Zrenner E, MacLaren RE. Assessment of the Electronic Retinal Implant Alpha AMS in Restoring Vision to Blind Patients with End-Stage Retinitis Pigmentosa. Ophthalmology. 2018;125(3):432-443. http://doi.org/10.1016/j.ophtha.2017.09.019 De Silva SR, Barnard AR, Hughes S, Tam SKE, Martin C, Singh MS, Barnea-Cramer AO, McClements ME, During MJ, Peirson SN, Hankins MW, MacLaren RE. Long-term restoration of visual function in end-stage retinal degeneration using subretinal human melanopsin gene therapy. Proc Natl Acad Sci U S A. 2017;114(42):11211-11216. http://doi.org/10.1073/pnas.1701589114 Xue K, Groppe M, Salvetti AP, MacLaren RE. Technique of retinal gene therapy: delivery of viral vector into the subretinal space. Eye. 2017;31(9):1308-1316. http://doi.org/10.1038/eye.2017.158 MacLaren RE. Electronic retinal implant surgery. Eye. 2017;31(2):191-195. http://doi.org/10.1038/eye.2016.280 Fischer MD, McClements ME, Martinez-Fernandez de la Camara C, Bellingrath JS, Dauletbekov D, Ramsden SC, Hickey DG, Barnard AR, MacLaren RE. Codon-Optimized RPGR Improves Stability and Efficacy of AAV8 Gene Therapy in Two Mouse Models of X-Linked Retinitis Pigmentosa. Mol Ther. 2017;25(8):1854-1865. http://doi.org/10.1016/j.ymthe.2017.05.005 Edwards TL, Jolly JK, Groppe M, Barnard AR, Cottriall CL, Tolmachova T, Black GC, Webster AR, Lotery AJ, Holder GE, Xue K, Downes SM, Simunovic MP, Seabra MC, MacLaren RE. Visual Acuity after Retinal Gene Therapy for Choroideremia. N Engl J Med. 2016;374(20):1996-8. http://doi.org/10.1056/NEJMc1509501 Singh MS, Balmer J, Barnard AR, Aslam SA, Moralli D, Green CM, Barnea-Cramer A, Duncan I, MacLaren RE. Transplanted photoreceptor precursors transfer proteins to host photoreceptors by a mechanism of cytoplasmic fusion. Nat Commun. 2016;7:13537. http://doi.org/10.1038/ncomms13537 Fischer MD, Hickey DG, Singh MS, MacLaren RE. Evaluation of an Optimized Injection System for Retinal Gene Therapy in Human Patients. Hum Gene Ther Methods. 2016;27(4):150-8. http://doi.org/10.1089/hgtb.2016.086 Rodriguez-Meira A, Buck G ClarkSA, Povinelli BJ, Alcolea V, Louka E, McGowan S, Hamblin A, Sousos N, Barkas N, Giustacchini A, Psaila B, Jacobsen SEW, Thongjuea S, Mead AJ. Unravelling intratumoral heterogeneity through high-sensitivity single-cell mutational analysis and parallel RNA-sequencing. Molecular Cell, in press. O'Sullivan J, Mead AJ. Heterogeneity in myeloproliferative neoplasms: Causes and consequences. Adv Biol Regul. 2018. Lukoseviciute M, Gavriouchkina D, Williams RM, Hochgreb-Hagele T, Senanayake U, Chong-Morrison V, Thongjuea S, Repapi E, Mead A, Sauka-Spengler T. From Pioneer to Repressor: Bimodal foxd3 Activity Dynamically Remodels Neural Crest Regulatory Landscape In Vivo. Dev Cell. 2018;47(5):608-28 e6. McMullin MF, Harrison CN, Ali S, Cargo C, Chen F, Ewing J, Garg M, Godfrey A, S SK, McLornan DP, Nangalia J, Sekhar M, Wadelin F, Mead AJ. A guideline for the diagnosis and management of polycythaemia vera. A British Society for Haematology Guideline. Br J Haematol. 2018. McMullin MFF, Mead AJ, Ali S, Cargo C, Chen F, Ewing J, Garg M, Godfrey A, Knapper S, McLornan DP, Nangalia J, Sekhar M, Wadelin F, Harrison CN, British Society for Haematology G. A guideline for the management of specific situations in polycythaemia vera and secondary erythrocytosis: A British Society for Haematology Guideline. Br J Haematol. 2018. Neelakantan P, Mead A. The transformative journey of chronic myeloid leukemia. Int J Hematol Oncol. 2018;7(1):IJH07. Gupta V, Kosiorek HE, Mead A, Klisovic RB, Galvin JP, Berenzon D, Yacoub A, Viswabandya A, Mesa RA, Goldberg J, Price L, Salama ME, Weinberg RS, Rampal R, Farnoud N, Dueck AC, Mascarenhas JO, Hoffman R. Ruxolitinib Therapy Followed by Reduced Intensity Conditioning for Hematopoietic Cell Transplantation for Myelofibrosis - Myeloproliferative Disorders Research Consortium 114 study. Biol Blood Marrow Transplant. 2018. Cross NCP, White HE, Evans PAS, Hancock J, Copland M, Milojkovic D, Mason J, Craine S, Mead AJ. Consensus on BCR-ABL1 reporting in chronic myeloid leukaemia in the UK. Br J Haematol. 2018;182(6):777-88. Neo WH, Booth CAG, Azzoni E, Chi L, Delgado-Olguin P, de Bruijn M, Jacobsen SEW, Mead AJ. Cell-extrinsic hematopoietic impact of Ezh2 inactivation in fetal liver endothelial cells. Blood. 2018;131(20):2223-34. Duarte S, Woll PS, Buza-Vidas N, Chin DWL, Boukarabila H, Luis TC, Stenson L, Bouriez-Jones T, Ferry H, Mead AJ, Atkinson D, Jin S, Clark SA, Wu B, Repapi E, Gray N, Taylor S, Mutvei AP, Tsoi YL, Nerlov C, Lendahl U, Jacobsen SEW. Canonical Notch signaling is dispensible for adult steady-state and stress myelo-erythropoiesis. Blood. 2018. Booth CAG, Barkas N+, Neo WH+, Boukarabila H, Soilleux EJ, Giotopoulos G, Farnoud N, Giustacchini A, Ashley N, Carrelha J, Jamieson L, Atkinson D, Bouriez-Jones T, Prinjha RK, Milne TA, Teachey DT, Papaemmanuil E, Huntly BJP, Jacobsen SEW*, Mead AJ*à. Ezh2 and Runx1 Mutations Collaborate to Initiate Lympho-Myeloid Leukemia in Early Thymic Progenitors. Cancer Cell. 2018;33(2):274-91 e8.+,* Equal contribution.àLead corresponding author Povinelli BJ, Rodriguez-Meira A, Mead AJ. Single cell analysis of normal and leukemic hematopoiesis. Mol Aspects Med. 2018;59:85-94. Mead A. Tasigna (nilotinib) in chronic myeloid leukemia treatment-free remission after nearly 2 years: an interview with Adam Mead. Future Oncol. 2017 Nov;13(27):2401-2404. doi: 10.2217/fon-2017-0460. Epub 2017 Nov 10. Loughran SJ, Comoglio F, Hamey FK, Giustacchini A, Errami Y, Earp E, Gottgens B, Jacobsen SEW, Mead AJ, Hendrich B, Green AR. Mbd3/NuRD controls lymphoid cell fate and inhibits tumorigenesis by repressing a B cell transcriptional program. J Exp Med. 2017;214(10):3085-104. Harrison CN, Mead AJ, Panchal A, Fox S, Yap C, Gbandi E, Houlton A, Alimam S, Ewing J, Wood M, Chen F, Coppell J, Panoskaltsis N, Knapper S, Ali S, Hamblin A, Scherber R, Dueck AC, Cross NCP, Mesa R, McMullin MF. Ruxolitinib versus best available therapy for ET intolerant or resistant to hydroxycarbamide in a randomized trial. Blood. 2017.2017;130:1889-1897. Mead AJ, Neo WH, Barkas N, Matsuoka S, Giustacchini A, Facchini R, Thongjuea S, Jamieson L, Booth CAG, Fordham N, Di Genua C, Atkinson D, Chowdhury O, Repapi E, Gray N, Kharazi S, Clark SA, Bouriez T, Woll P, Suda T, Nerlov C, Jacobsen SEW. Niche-mediated depletion of the normal hematopoietic stem cell reservoir by Flt3-ITD-induced myeloproliferation. J Exp Med. 2017;214(7):2005-21. Giustacchini A+, Thongjuea S+, Barkas N, Woll PS, Povinelli BJ, Booth CAG, Sopp P, Norfo R, Rodriguez-Meira A, Ashley N, Jamieson L, Vyas P, Anderson K, Segerstolpe A, Qian H, Olsson-Stromberg U, Mustjoki S, Sandberg R, Jacobsen SEW*, Mead AJ*. Single-cell transcriptomics uncovers distinct molecular signatures of stem cells in chronic myeloid leukemia. Nat Med. 2017;23(6):692-702. +,* Equal contribution. Mesa RA, Vannucchi AM, Mead A, Egyed M, Szoke A, Suvorov A, Jakucs J, Perkins A, Prasad R, Mayer J, Demeter J, Ganly P, Singer JW, Zhou H, Dean JP, Te Boekhorst PA, Nangalia J, Kiladjian JJ, Harrison CN. Pacritinib versus best available therapy for the treatment of myelofibrosis irrespective of baseline cytopenias (PERSIST-1): an international, randomised, phase 3 trial. Lancet Haematol. 2017;4:e225-e236. Mead AJ, Mullally A. Myeloproliferative neoplasm stem cells. Blood. 2017;129(12):1607-16. Butt NM, Lambert J, Ali S, Beer PA, Cross NC, Duncombe A, Ewing J, Harrison CN, Knapper S, McLornan D, Mead AJ, Radia D, Bain BJ, British Committee for Standards in H. Guideline for the investigation and management of eosinophilia. Br J Haematol. 2017;176(4):553-72. Harrison CN, McMullin MF, Green AR, Mead AJ. Equivalence of BCSH and WHO diagnostic criteria for ET. Leukemia. 2017;31(2):527-8. Luis TC, Luc S, Mizukami T, Boukarabila H, Thongjuea S, Woll PS, Azzoni E, Giustacchini A, Lutteropp M, Bouriez-Jones T, Vaidya H, Mead AJ, Atkinson D, Boiers C, Carrelha J, Macaulay IC, Patient R, Geissmann F, Nerlov C, Sandberg R, de Bruijn MF, Blackburn CC, Godin I, Jacobsen SE. Initial seeding of the embryonic thymus by immune-restricted lympho-myeloid progenitors. Nat Immunol. 2016;17(12):1424-35. Quek L, Otto GW, Garnett C, Lhermitte L, Karamitros D, Stoilova B, Lau IJ, Doondeea J, Usukhbayar B, Kennedy A, Metzner M, Goardon N, Ivey A, Allen C, Gale R, Davies B, Sternberg A, Killick S, Hunter H, Cahalin P, Price A, Carr A, Griffiths M, Virgo P, Mackinnon S, Grimwade D, Freeman S, Russell N, Craddock C, Mead A, Peniket A, Porcher C, Vyas P. Genetically distinct leukemic stem cells in human CD34- acute myeloid leukemia are arrested at a hemopoietic precursor-like stage. J Exp Med. 2016;213(8):1513-35. Harrison CN, Talpaz M, Mead AJ. Ruxolitinib is effective in patients with intermediate-1 risk myelofibrosis: a summary of recent evidence. Leuk Lymphoma. 2016;57(10):2259-67. Drissen R, Buza-Vidas N, Woll P, Thongjuea S, Gambardella A, Giustacchini A, Mancini E, Zriwil A, Lutteropp M, Grover A, Mead A, Sitnicka E, Jacobsen SE*, Nerlov C*. Distinct myeloid progenitor-differentiation pathways identified through single-cell RNA sequencing. Nat Immunol. 2016;17(6):666-76. * Equal contribution. Psaila B, Barkas N+, Iskander D+, Roy A, Anderson S, Ashley N, Caputo VS, Lichtenberg J, Loaiza S, Bodine DM, Karadimitris A, Mead AJ*, Roberts I*. Single-cell profiling of human megakaryocyte-erythroid progenitors identifies distinct megakaryocyte and erythroid differentiation pathways. Genome Biol. 2016;17:83.. +,* Equal contribution. Grover A, Sanjuan-Pla A, Thongjuea S, Carrelha J, Giustacchini A, Gambardella A, Macaulay I, Mancini E, Luis TC, Mead A, Jacobsen SE*, Nerlov C*. Single-cell RNA sequencing reveals molecular and functional platelet bias of aged haematopoietic stem cells. Nat Commun. 2016;7:11075. *Equal contribution. Buono M, Facchini R, Matsuoka S, Thongjuea S, Waithe D, Luis TC, Giustacchini A, Besmer P, Mead AJ, Jacobsen SE*, Nerlov C*. A dynamic niche provides Kit ligand in a stage-specific manner to the earliest thymocyte progenitors. Nat Cell Biol. 2016;18(2):157-67. *Equal contribution. 1. Salimi M, Wang R, Yao X, Li X, Wang X, Hu Y, Chang X, Fan P, Dong T, Ogg G. Activated innate lymphoid cell populations accumulate in human tumour tissues. BMC Cancer. 2018 Mar 27;18(1):341. 2. Malavige GN, Wijewickrama A, Fernando S, Jeewandara C, Ginneliya A, Samarasekara S, Madushanka P, Punchihewa C, Paranavitane S, Idampitiya D, Wanigatunga C, Dissanayake H, Prathapan S, Gomes L, Aman SAB, John AS, Ogg GS. A preliminary study on efficacy of rupatadine for the treatment of acute dengue infection. Sci Rep. 2018 Mar 1;8(1):3857. 3. Kortekaas Krohn I, Shikhagaie MM, Golebski K, Bernink JH, Breynaert C, Creyns B, Diamant Z, Fokkens WJ, Gevaert P, Hellings P, Hendriks RW, Klimek L, Mjosberg J, Morita H, Ogg GS, O'Mahony L, Schwarze J, Seys SF, Shamji MH, Bal SM. Emerging roles of innate lymphoid cells in inflammatory diseases: Clinical implications. Allergy. 2018 Apr;73(4):837-50. 4. Klenerman P, Ogg G. Killer T cells show their kinder side. Nature. 2018 Mar 29;555(7698):594-5. 5. Jeewandara C, Ogg GS, Malavige GN. Cultured ELISpot Assay to Investigate Dengue Virus Specific T-Cell Responses. Methods Mol Biol. 2018;1808:165-71. 6. Jayathilaka D, Gomes L, Jeewandara C, Jayarathna G, Herath D, Perera P, Fernando S, Wijewickrama A, Hardman C, Ogg G, Malavige G. Role of NS1 antibodies in the pathogenesis of acute secondary dengue infection. Nature Communications. 2018;in press. 7. Jayaratne HE, Wijeratne D, Fernando S, Kamaladasa A, Gomes L, Wijewickrama A, Ogg GS, Malavige GN. Regulatory T-cells in acute dengue viral infection. Immunology. 2018 May;154(1):89-97. 8. Hilvering B, Hinks TSC, Stoger L, Marchi E, Salimi M, Shrimanker R, Liu W, Chen W, Luo J, Go S, Powell T, Cane J, Thulborn S, Kurioka A, Leng T, Matthews J, Connolly C, Borg C, Bafadhel M, Willberg CB, Ramasamy A, Djukanovic R, Ogg G, Pavord ID, Klenerman P, Xue L. Synergistic activation of pro-inflammatory type-2 CD8(+) T lymphocytes by lipid mediators in severe eosinophilic asthma. Mucosal Immunol. 2018 Jun 15. 9. Gutowska-Owsiak D, de La Serna JB, Fritzsche M, Naeem A, Podobas EI, Leeming M, Colin-York H, O'Shaughnessy R, Eggeling C, Ogg GS. Orchestrated control of filaggrin-actin scaffolds underpins cornification. Cell Death Dis. 2018 Apr 1;9(4):412. 10. Wang XW, Wang JJ, Gutowska-Owsiak D, Salimi M, Selvakumar TA, Gwela A, Chen LY, Wang YJ, Giannoulatou E, Ogg G. Deficiency of filaggrin regulates endogenous cysteine protease activity, leading to impaired skin barrier function. Clin Exp Dermatol. 2017 Aug;42(6):622-31. 11. Salimi M, Stoger L, Liu W, Go S, Pavord I, Klenerman P, Ogg G, Xue L. Cysteinyl leukotriene E4 activates human group 2 innate lymphoid cells and enhances the effect of prostaglandin D2 and epithelial cytokines. J Allergy Clin Immunol. 2017 Jan 20;pii: S0091-6749(17)30051-9. 12. Malavige GN, Ogg GS. Pathogenesis of vascular leak in dengue virus infection. Immunology. 2017 Jul;151(3):261-9. 13. Kortekaas Krohn I, Shikhagaie MM, Golebski K, Bernink JH, Breynaert C, Creyns B, Diamant Z, Fokkens WJ, Gevaert P, Hellings P, Hendriks RW, Klimek L, Mjosberg J, Morita H, Ogg GS, O'Mahony L, Schwarze J, Seys SF, Shamji MH, Bal SM. Emerging roles of innate lymphoid cells in inflammatory diseases: Clinical implications. Allergy. 2017 Oct 25. 14. Jeewandara C, Gomes L, Udari S, Paranavitane SA, Shyamali NL, Ogg GS, Malavige GN. Secretory phospholipase A2 in the pathogenesis of acute dengue infection. Immun Inflamm Dis. 2017 Mar;5(1):7-15. 15. Jayaratne E, Wijeratne D, Fernando S, Kamaladasa A, Gomes L, Wijewickrama A, Ogg GS, Malavige GN. Regulatory T cells in acute dengue viral infection. Immunology. 2017 Nov 15. 16. Hardman CS, Chen YL, Salimi M, Jarrett R, Johnson D, Jarvinen VJ, Owens RJ, Repapi E, Cousins DJ, Barlow JL, McKenzie ANJ, Ogg G. CD1a presentation of endogenous antigens by group 2 innate lymphoid cells. Sci Immunol. 2017 Dec 22;2(18):pii: eaan5918. 17. Gutowska-Owsiak D, Ogg GS. Therapeutic vaccines for allergic disease. NPJ Vaccines. 2017;2:12. 18. Floudas A, Saunders SP, Moran T, Schwartz C, Hams E, Fitzgerald DC, Johnston JA, Ogg GS, McKenzie AN, Walsh PT, Fallon PG. IL-17 Receptor A Maintains and Protects the Skin Barrier To Prevent Allergic Skin Inflammation. J Immunol. 2017 Jul 15;199(2):707-17. 19. Subramaniam S, Aslam A, Misbah SA, Salio M, Cerundolo V, Moody DB, Ogg G. Elevated and cross-responsive CD1a-reactive T cells in bee and wasp venom allergic individuals. Eur J Immunol. 2016 Jan;46(1):242-52. 20. Saunders SP, Moran T, Floudas A, Wurlod F, Kaszlikowska A, Salimi M, Quinn EM, Oliphant CJ, Nunez G, McManus R, Hams E, Irvine AD, McKenzie AN, Ogg GS, Fallon PG. Spontaneous atopic dermatitis is mediated by innate immunity, with the secondary lung inflammation of the atopic march requiring adaptive immunity. J Allergy Clin Immunol. 2016 Feb;137(2):482-91. 21. Salimi M, Xue L, Jolin H, Hardman C, Cousins DJ, McKenzie AN, Ogg GS. Group 2 Innate Lymphoid Cells Express Functional NKp30 Receptor Inducing Type 2 Cytokine Production. J Immunol. 2016 Jan 1;196(1):45-54. 22. Salimi M, Subramaniam S, Selvakumar T, Wang X, Zemenides S, Johnson D, Ogg G. Enhanced isolation of lymphoid cells from human skin. Clin Exp Dermatol. 2016 Jan 25;41:552-6. 23. Kamaladasa A, Wickramasinghe N, Adikari TN, Gomes L, Shyamali NL, Salio M, Cerundolo V, Ogg GS, Neelika Malavige G. Expansion of highly activated iNKT cells with altered phenotype in acute dengue infection. Clin Exp Immunol. 2016 Feb 13;185:228-38. 24. Kamaladasa A, Gomes L, Jeewandara C, Shyamali NL, Ogg GS, Malavige GN. Lipopolysaccharide acts synergistically with the dengue virus to induce monocyte production of platelet activating factor and other inflammatory mediators. Antiviral Res. 2016 Sep;133:183-90. 25. Jarrett R, Salio M, Lloyd-Lavery A, Subramaniam S, Bourgeois E, Archer CB, Moody DB, Cerundolo V, Ogg G. Filaggrin inhibits generation of CD1a neolipid antigens by house dust mite derived phospholipase. Science Translational Medicine. 2016;8:325ra18. 26. Jarrett R, Ogg G. Lipid-specific T cells and the skin. Br J Dermatol. 2016 Oct;175 Suppl 2:19-25. 27. Hardman C, Ogg G. Interleukin-33, friend and foe in type-2 immune responses. Curr Opin Immunol. 2016 Oct;42:16-24. 28. Fernando S, Wijewickrama A, Gomes L, Punchihewa CT, Madusanka SD, Dissanayake H, Jeewandara C, Peiris H, Ogg GS, Malavige GN. Patterns and causes of liver involvement in acute dengue infection. BMC Infect Dis. 2016 Jul 08;16:319. 29. Cheung KL, Jarrett R, Subramaniam S, Salimi M, Gutowska-Owsiak D, Chen YL, Hardman C, Xue L, Cerundolo V, Ogg G. Psoriatic T cells recognize neolipid antigens generated by mast cell phospholipase delivered by exosomes and presented by CD1a. J Exp Med. 2016 Oct 17;213(11):2399-412. 30. Adikari TN, Gomes L, Wickramasinghe N, Salimi M, Wijesiriwardana N, Kamaladasa A, Shyamali NL, Ogg GS, Malavige GN. Dengue NS1 antigen contributes to disease severity by inducing interleukin (IL)-10 by monocytes. Clin Exp Immunol. 2016 Apr;184(1):90-100. Bull NC, Stylianou E, Kaveh DA, Pinpathomrat N, Pasricha J, Harrington-Kandt R, Garcia-Pelayo MC, Hogarth PJ, McShane H. Enhanced protection conferred by mucosal BCG vaccination associateswith presence of antigen-specific lung tissue-resident PD-1+ KLRG1- CD4+ T cells. Mucosal Immunol. 2018 Nov 16 (ahead of print). PMID: 30446726"
"O'Shea MK, Tanner R, Müller J, Harris SA, Wright D, Stockdale L, Stylianou E, Satti I, Smith SG, Dunbar J, Fletcher TE, Dedicoat M, Cunningham AF, McShane H. Immunological correlates ofmycobacterial growth inhibition describe a spectrum of tuberculosis infection. Sci Rep. 2018 Sep 27; 8(1):14480. PMID: 30262883"
"Bull NC, Kaveh DA, Garcia-Pelayo MC, Stylianou E, McShane H, Hogarth PJ. Induction andmaintenance of a phenotypically heterogeneous lung tissue-resident CD4+ T cell populationfollowing BCG immunisation. Vaccine. 2018 Sep 5; 36(37):5625-5635. PMID: 30097220"
"van Meijgaarden KE, Khatri B, Smith SG, Drittij AMFH, de Paus RA, Goeman JJ, Ho MM, Dockrell HM, McShane H, Joosten SA, Ottenhoff THM. Cross-laboratory evaluation of multiplex bead assays including independent common reference standards for immunological monitoring of observational and interventional human studies. PLoS One. 2018 Sep 4; 13(9):e0201205. PMID:30180167"
"Schrager LK, Chandrasekaran P, Fritzell BH, Hatherill M, Lambert PH, McShane H, Tornieporth N, Vekemans J. WHO preferred product characteristics for new vaccines against tuberculosis. Lancet Infect Dis. 2018 Aug; 18(8):828-829. PMID: 30064668"
"Logan E, Luabeya AKK, Mulenga H, Mrdjen D, Ontong C, Cunningham AF, Tameris M, McShane H, Scriba TJ, Horsnell WGC, Hatherill M. Elevated IgG responses in infants are associated with reducedprevalence of mycobacterium tuberculosis infection. Front Immunol. 2018 Jul 2; 9:1529. PMID: 30013573"
"Stylianou E, Harrington-Kandt R, Beglov J, Bull N, Pinpathomrat N, Swarbrick GM, Lewinsohn DA, Lewinsohn DM, McShane H. Identification and evaluation of novel protective antigens for thedevelopment of a candidate tuberculosis subunit vaccine. Infect Immun. 2018 Jun 21; 86(7):e00014- 18. PMID: 29661928"
"Murray LW, Satti I, Meyerowitz J, Jones M, Willberg CB, Ussher JE, Goedhals D, Hurst J, Phillips RE, McShane H, Vuuren CV, Frater J. Human immunodeficiency virus infection impairs Th1 and Th17mycobacterium tuberculosis-specific T-Cell responses. J Infect Dis. 2018 May 5; 217(11):1782-1792. PMID: 29546381"
"Nemes E, Hesseling AC, Tameris M, Mauff K, Downing K, Mulenga H, Rose P, van der Zalm M, MbabaS, Van As D, Hanekom WA, Walzl G, Scriba TJ, McShane H, Hatherill M; MVA029 Study Team. Safety and immunogenicity of newborn MVA85A vaccination and selective, delayed Bacille Calmette- Guerin (BCG) for infants of HIV infected mothers: A Phase 2 randomized controlled trial. Clin Infec Dis. 2018 Feb 1; 66(4):554-563. PMID: 29028973"
"Harris SA, White A, Stockdale L, Tanner R, Sibley L, Sarfas C, Meyer J, Peter J, O'Shea MK, Manjaly Thomas ZR, Hamidi A, Satti I, Dennis MJ, McShane H, Sharpe S. Development of a non-human primate BCG infection model for the evaluation of candidate tuberculosis vaccines. Tuberculosis (Edinb). 2018 Jan; 108:99-105. PMID: 29523335"
"Harrington-Kandt R, Stylianou E, Eddowes LA, Lim PJ, Stockdale L, Pinpathomrat N, Bull N, Pasricha J, Ulaszewska M, Beglov Y, Vaulont S, Drakesmith H, McShane H. Hepcidin deficiency and irondeficiency do not alter tuberculosis susceptibility in a murine M.tb infection model. PLoS One. 2018 Jan 11; 13(1):e0191038. PMID: 29324800"
"Schmidt BM, Tameris M, Geldenhuys H, Luabeya A, Bunyasi E, Hawkridge T, McClain JB, Mahomed H, Scriba TJ, McShane H, Hatherill M. Comparison of haematology and biochemistry parameters inhealthy South African infants with laboratory reference intervals. Trop Med Int Health. 2018 Jan; 23(1):63-68. PMID: 29140587"
"Smith SG,Harris SA,Satti I,Bryan D,Walker KB,Dockrell HM,McShane H,Ho MM. Assay Optimisation and technology transfer for multi-site immuno-monitoring in vaccine trials. PLoS One. 2017 Oct 11; 12(10):e0184391. PMID: 29020010"
"Pepponi I, Khatri B, Tanner R, Villarreal-Ramos B, Vordermeier M, McShane H. A mycobacterial growth inhibition assay (MGIA) for bovine TB vaccine development. Tuberculosis (Edinb). 2017 Sep; 106:118-122. PMID: 28802398"
"Brennan MJ, Tanner R, Morris S, Scriba TJ, Achkar JM, Zelmer A, Hokey DA, Izzo A, Sharpe S, Williams A, Penn-Nicholson A, Erasmus M, Stylianou E, Hoft DF, McShane H, Fletcher HA. The cross-speciesmycobacterial growth inhibition assay (MGIA) project 2010-2014. Clin Vaccine Immunol. 2017 Sept 5; 24(9):e00142-17. PMID: 28701467"
"Bunyasi EW, Luabeya AKK, Tameris M, Geldenhuys H, Mulenga H, Landry BS, Scriba TJ, Schmidt BM, Hanekom WA, Mahomed H, McShane H, Hatherill M. Impact of isoniazid preventive therapy on the evaluation of long-term effectiveness of infant MVA85A vaccination. Int J Tuberc Lung Dis. 2017 Jul 1; 21(7):778-783. PMID: 28633702"
"Wajja A, Kizito D, Nassanga B, Nalwoga A, Kabagenyi J, Kimuda S, Galiwango R, Mutonyi G, Vermaak S, Satti I, Verweij J, Tukahebwa E, Cose S, Levin J, Kaleebu P, Elliott AM, McShane H. The effect ofcurrent Schistosoma mansoni infection on the immunogenicity of a candidate TB vaccine, MVA85A,in BCG-vaccinated adolescents: An open-label trial. PLoS Negl Trop Dis. 2017 May 4; 11(5):e0005440. PMID: 28472067 BMC Bioinformatics. 17, 42. PMID:  26787018"
"Andrews JR, Nemes E, Tameris M, Landry BS, Mahomed H, McClain JB, Fletcher HA, Hanekom WA, Wood R, McShane H, Scriba TJ, Hatherill M. Serial QuantiFERON testing and tuberculosis disease riskamong young children: an observational cohort study. Lancet Respir Med. 2017 Apr; 5(4):282-290. PMID: 28215501 de Lange KM, Moutsianas L, Lee JC, Lamb CA, Luo Y, Kennedy NA, Jostins L, Rice DL, Gutierrez-Achury J, Ji SG, Heap G, Nimmo ER, Edwards C, Henderson P, Mowat C, Sanderson J, Satsangi J, Simmons A, Wilson DC, Tremelling M, Hart A, Mathew CG, Newman WG, Parkes M, Lees CW, Uhlig H, Hawkey C, Prescott NJ, Ahmad T, Mansfield JC, Anderson CA, Barrett JC. (2017). Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease."
"Rhodes SJ, Sarfas C, Knight GM, White A, Pathan AA, McShane H, Evans TG, Fletcher H, Sharpe S, White RG. Predicting IFN-γ responses after BCG vaccination in humans from macaques: A proof-of-concept study of immunostimulation/immunodynamic modelling methods. Clin Vaccine Immunol. 2017 Mar 6; 24(3):e00525-16. PMID: 28077441 West NR, Hegazy AN, Owens BMJ, Bullers SJ, Linggi B, Buonocore S, Coccia M, Görtz D, This S, Stockenhuber K, Pott J, Friedrich M, Ryzhakov G, Baribaud F, Brodmerkel C, Cieluch C, Rahman N, Müller-Newen G, Owens RJ, Kühl AA, Maloy KJ, Plevy SE; Oxford IBD Cohort Investigators., Keshav S, Travis SPL, Powrie F. (2017). Oncostatin M drives intestinal inflammation and predicts response to tumor necrosis factor-neutralizing therapy in patients with inflammatory bowel disease. Nat Med. 23, 579-589.  PMID:  28368383"
"Tanner R, McShane H. Replacing, reducing and refining the use of animals in tuberculosis vaccineresearch. ALTEX. 2017; 34(1):157-166. PMID: 27667476 Oncotarget. 8(63).  PMID:  29290987"
"Tanner R, O'Shea MK, White AD, Müller J, Harrington-Kandt R, Matsumiya M, Dennis MJ, Parizotto EA, Harris S, Stylianou E, Naranbhai V, Bettencourt P, Drakesmith H, Sharpe S, Fletcher HA, McShane H. The influence of haemoglobin and iron on in vitro mycobacterial growth inhibition assays. Sci Rep. 2017 Mar 3; 7:43478. PMID: 28256545 Wildenberg M E, Levin A D, Ceroni A, Guo Z, Koelink P J, Hakvoort T B M, Westera L, Bloemendaal F M, Brandse J F, Simmons A, D'Haens G R, Ebner D, van den Brink G R. (2017). Benzimidazoles promote anti-TNF mediated induction of regulatory macrophages and enhance therapeutic efficacy in a murine model. Journal of Crohn’s & Colitis. 1480-1490.  PMID: 28961920"
"Heinson AI, Gunawardana Y, Moesker B, Hume CC, Vataga E, Hall Y, Stylianou E, McShane H, Williams A, Niranjan M, Woelk CH. Enhancing the biological relevance of machine learning classifiers forreverse vaccinology. Int J Mol Sci. 2017 Feb 1; 18(2):E312. PMID: 28157153 Scientific Reports. 7, 16869.  PMID:  29203900"
